Subject,Topic,Subtopic,Question,Explanation,Option A,Option B,Option C,Option D,Correct Option
Endocrinology,Endocrine Disorders,Endocrine Surgery,"A 35-year-old woman, 10 years after mastectomy, notices gradual swelling and heaviness in her right upper limb without pain. On examination, bluish nodules on the skin with no infections are noted. What is the most likely cause of her symptoms?","Correct Option A - Lymphangiosarcoma: → Patients develop edema, and violet/purple/brownish nodules in the affected limbs. → This is called Stewart Treves syndrome/Lymphangiosarcoma. → Skin/nodule biopsy is confirmatory and it carries a poor prognosis.",Lymphangiosarcoma,Thoracic outlet syndrome,Chronic venous insufficiency,Recurrent breast cancer,A
Endocrinology,Endocrine Disorders,Endocrine,Insulin acts on glucose metabolism by?,Insulin increases the facilitated diffusion of glucose by increasing glucose transporters like GLUT-4.,↑ Facilitated diffusion of glucose,↓ Permeability of glucose across cell membrane,↑ Reabsorption of glucose from renal tubules,↑ Glucose reabsorption from intestine,A
Endocrinology,Endocrine Disorders,Endocrine,What type of pancreatic neuroendocrine tumor is responsible for recurrent episodes of secretory diarrhea?,VIPoma produces vasoactive intestinal peptide leading to secretory diarrhea.,VIPoma,Glucagonoma,Insulinoma,Zollinger-Ellison disease,A
Endocrinology,Endocrine Disorders,Endocrine,"In the peripheral tissue, which enzyme is accountable for converting T4 to T3?",Iodothyronine deiodinase I converts T4 to T3.,Iodothyronine deiodinase I,Iodothyronine deiodinase III,Iodothyronine deiodinase II,Iodotyrosine deiodinase,A
Endocrinology,Endocrine Disorders,Endocrine,Which of the following effects of puberty are not influenced by estrogen?,"Androgens, not estrogen, influence hair growth during puberty.",Hair growth,Cervical mucus secretion,Vaginal cornification,Menstruation,A
Endocrinology,Endocrine Disorders,Endocrine,What is true about oxytocin among the options provided?,Oxytocin is responsible for milk ejection during lactation (galactokinesis).,It is responsible for galactokinesis,It can be given by oral route,It is secreted by anterior pituitary,"In higher doses, it exerts diuretic-like action",A
Endocrinology,Endocrine Disorders,Endocrine,What hormone is responsible for breast cramps during breastfeeding?,"Oxytocin causes the contraction of myoepithelial cells, leading to milk ejection and possibly cramps.",Progesterone,Estrogen,Prolactin,Oxytocin,D
Endocrinology,Endocrine Disorders,Endocrine,Which of the following mechanisms is similar to cervical dilation during labor?,Oxytocin facilitates both uterine contraction and milk ejection.,Milk ejection by oxytocin,Water retention by ADH,FSH secretion by anterior pituitary,None of the above,A
Endocrinology,Endocrine Disorders,Endocrine,Which of the effects of puberty are not influenced by estrogen?,"Androgens influence hair growth during puberty, not estrogen.",Hair growth,Cervical mucus secretion,Vaginal cornification,Menstruation,A
Endocrinology,Endocrine Disorders,Endocrine,Which pubertal changes are not solely due to estrogen?,Pubic and axillary hair growth are influenced by androgens.,Vaginal cornification,Pubic and axillary hair growth,Cervical mucus production,Menstruation,B
Endocrinology,Endocrine Disorders,Endocrine,Which hormone acts as an anorexigenic agent?,Leptin decreases appetite and is considered anorexigenic.,Melanin-concentrating hormone,Endorphins,Ghrelin,Leptin,D
Endocrinology,Endocrine Disorders,Endocrine,"For glucose uptake, which tissues rely on insulin?",Skeletal muscle and adipose tissue are insulin-dependent for glucose uptake.,Liver,Brain,Skeletal muscle and adipose tissue,Kidneys,C
Endocrinology,Endocrine Disorders,Endocrine,Beta 2 receptor action leading to hyperglycemia is mediated by which enzyme?,"Adenylyl cyclase is activated by beta-2 adrenergic receptors, leading to hyperglycemia.",Adenylyl cyclase,Guanylyl cyclase,Phospholipase C,Phospholipase A2,A
Endocrinology,Endocrine Disorders,Endocrine,Through which receptors does ORS aid in glucose absorption?,ORS uses SGLT 1 to aid glucose absorption by co-transporting sodium and glucose.,SGLT 1,SFLT 2,GLUT 4,Na-Ca transporter,A
Endocrinology,Endocrine Disorders,Endocrine,What is found in skeletal muscle?,GLUT-4 is present in skeletal muscle for insulin-mediated glucose uptake.,GLUT-4,GLUT-5,GLUT-7,GLUT-2,A
Endocrinology,Endocrine Disorders,Endocrine,Which specific antibody is detected during a recent infection?,"Ig M is produced early in an immune response, indicating recent infection.",Ig M,Ig G,Ig E,Ig A,A
Endocrinology,Endocrine Disorders,Endocrine,Prolactin level is highest during?,Prolactin levels peak after delivery to support lactation.,24 hours after ovulation,24 hours after delivery,REM sleep,After running four 1 hour,B
Endocrinology,Endocrine Disorders,Endocrine,Which condition exhibits the highest levels of ACTH and cortisol?,Cushing’s disease results in elevated ACTH and cortisol due to pituitary tumor activity.,Early morning,Normal individuals with dexamethasone administration,Addison’s disease,Cushing’s disease,D
Endocrinology,Endocrine Disorders,Endocrine,Which hormones employ signaling through receptor tyrosine kinase?,Insulin signals through receptor tyrosine kinase pathways.,Insulin,TSH,TRH,MSH,A
Endocrinology,Endocrine Disorders,Endocrine,What hormone is responsible for breast cramps during breastfeeding?,Oxytocin is responsible for the let-down reflex and breast cramps during breastfeeding.,Progesterone,Estrogen,Prolactin,Oxytocin,D
Endocrinology,Endocrine Disorders,Endocrine,To which biochemical moiety is beta hCG structurally similar?,Beta hCG is structurally similar to LH.,LH,FSH,ACTH,Oxytocin,A
Endocrinology,Endocrine Disorders,Endocrine,Which of the following does not have the sodium iodide symporter?,The pituitary gland does not have the sodium iodide symporter.,Thyroid gland,Placenta,Salivary gland,Pituitary gland,D
Endocrinology,Endocrine Disorders,Endocrine,Which hormones regulate calcium levels in the bloodstream?,All listed hormones play a role in regulating calcium levels.,Calcitonin,Parathormone,Vitamin D,All of the above,D
Endocrinology,Endocrine Disorders,Endocrine,The primary source of testosterone production is?,Leydig cells produce testosterone in the testes.,Leydig cells,Sertoli cells,Seminiferous tubules,Epididymis,A
Endocrinology,Endocrine Disorders,Endocrine,Which hormone is responsible for breast cramps during breastfeeding?,"Oxytocin triggers the contraction of milk ducts, potentially causing cramps.",Progesterone,Estrogen,Prolactin,Oxytocin,D
Endocrinology,Endocrine Disorders,Endocrine,The predominant organ producing insulin-like growth factor I is?,The liver produces IGF-I in response to growth hormone stimulation.,Liver,Pituitary gland,Pancreas,Adrenal glands,A
Endocrinology,Endocrine Disorders,Endocrine,Oxytocin plays a role in?,Oxytocin facilitates milk ejection during breastfeeding.,Milk production,Milk ejection,Milk storage,Osmoregulation,B
Endocrinology,Endocrine Disorders,Endocrine,Accurate order of muscle utilization during ejaculation?,This is the correct muscle sequence during ejaculation.,Ischiocavernosus contraction-external urethral sphincter relaxation-Bulbospongiosus contraction,Ischiocavernosus relaxation-External urethral sphincter contraction-Bulbospongiosus relaxation,Ischiocavernosus contraction-external urethral sphincter relaxation-Bulbospongiosus relaxation,Ischiocavernosus contraction-external urethral sphincter contraction-Bulbospongiosus relaxation,C
